name,date,time,heat,temp,notes,unit
ethiopia-yirga-cheffe-halo-beriti,12/2/23,0,11,350,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,0.5,11,250,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,1,11,225,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,1.5,11,220,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,2,10,225,steam,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,2.5,10,240,yellow,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,3,9,250,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,3.5,9,255,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,4,9,275,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,4.5,8,280,brown,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,5,8,285,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,5.5,7,300,FC,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,6,6,300,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,6.5,6,305,,F
ethiopia-yirga-cheffe-halo-beriti,12/2/23,7,6,310,,F
,,,,,,
,,,,,,
