name,date,time,heat,temp,notes,unit
ethiopia-buno-dambi-uddo,1/6/24,0,11,425,,F
ethiopia-buno-dambi-uddo,1/6/24,0.5,11,325,,F
ethiopia-buno-dambi-uddo,1/6/24,1,11,285,,F
ethiopia-buno-dambi-uddo,1/6/24,1.5,11,285,,F
ethiopia-buno-dambi-uddo,1/6/24,2,10,295,steam,F
ethiopia-buno-dambi-uddo,1/6/24,2.5,10,300,yellow,F
ethiopia-buno-dambi-uddo,1/6/24,3,9,315,,F
ethiopia-buno-dambi-uddo,1/6/24,3.5,8,325,,F
ethiopia-buno-dambi-uddo,1/6/24,4,8,345,brown,F
ethiopia-buno-dambi-uddo,1/6/24,4.5,7,350,,F
ethiopia-buno-dambi-uddo,1/6/24,5,7,350,FC,F
ethiopia-buno-dambi-uddo,1/6/24,5.5,6,355,,F
ethiopia-buno-dambi-uddo,1/6/24,6,4,365,,F
,,,,,,
,,,,,,
,,,,,,
,,,,,,
