name,date,time,heat,temp,notes,unit
colombia-libardo-gomez,11/5/22,0,10,250,,C
colombia-libardo-gomez,11/5/22,0.5,10,215,,C
colombia-libardo-gomez,11/5/22,1,10,200,,C
colombia-libardo-gomez,11/5/22,1.5,10,197.5,,C
colombia-libardo-gomez,11/5/22,2,9,200,steam,C
colombia-libardo-gomez,11/5/22,2.5,8,202.5,yellow,C
colombia-libardo-gomez,11/5/22,3,8,205,,C
colombia-libardo-gomez,11/5/22,3.5,7,212.5,,C
colombia-libardo-gomez,11/5/22,4,7,215,,C
colombia-libardo-gomez,11/5/22,4.5,6,220,,C
colombia-libardo-gomez,11/5/22,5,6,222.5,brown,C
colombia-libardo-gomez,11/5/22,5.5,5,225,,C
colombia-libardo-gomez,11/5/22,6,5,227.5,,C
colombia-libardo-gomez,11/5/22,6.5,4,230,,C
colombia-libardo-gomez,11/5/22,7,4,231,,C
colombia-libardo-gomez,11/5/22,7.5,4,232.5,,C
