name,date,time,heat,temp,notes,unit
ethiopia-yirga-cheffe-halo-beriti,1/28/24,0,11,375,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,0.5,11,310,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,1,11,275,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,1.5,11,275,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,2,10,275,steam,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,2.5,10,290,yellow,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,3,9,300,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,3.5,9,315,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,4,8,330,brown,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,4.5,8,335,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,5,7,350,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,5.5,7,352.5,FC,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,6,6,360,,F
ethiopia-yirga-cheffe-halo-beriti,1/28/24,6.5,6,365,,F
,,,,,,
,,,,,,
,,,,,,
