name,date,time,heat,temp,notes,unit
nicaragua-dipilto-san-salvador,12/12/23,0,11,475,,F
nicaragua-dipilto-san-salvador,12/12/23,0.5,11,375,,F
nicaragua-dipilto-san-salvador,12/12/23,1,11,350,,F
nicaragua-dipilto-san-salvador,12/12/23,1.5,11,325,,F
nicaragua-dipilto-san-salvador,12/12/23,2,10,335,,F
nicaragua-dipilto-san-salvador,12/12/23,2.5,10,340,steam,F
nicaragua-dipilto-san-salvador,12/12/23,3,10,350,yellow,F
nicaragua-dipilto-san-salvador,12/12/23,3.5,9,360,,F
nicaragua-dipilto-san-salvador,12/12/23,4,9,375,,F
nicaragua-dipilto-san-salvador,12/12/23,4.5,8,385,brown,F
nicaragua-dipilto-san-salvador,12/12/23,5,7,395,FC,F
nicaragua-dipilto-san-salvador,12/12/23,5.5,7,400,,F
nicaragua-dipilto-san-salvador,12/12/23,6,6,405,,F
nicaragua-dipilto-san-salvador,12/12/23,6.5,6,410,,F
,,,,,,
,,,,,,
,,,,,,
