name,date,time,heat,temp,notes,unit
colombia-huila-sidra,12/6/23,0,11,425,,F
colombia-huila-sidra,12/6/23,0.5,11,350,,F
colombia-huila-sidra,12/6/23,1,11,315,,F
colombia-huila-sidra,12/6/23,1.5,11,307.5,,F
colombia-huila-sidra,12/6/23,2,11,310,,F
colombia-huila-sidra,12/6/23,2.5,11,320,,F
colombia-huila-sidra,12/6/23,3,10,325,,F
colombia-huila-sidra,12/6/23,3.5,10,335,yellow,F
colombia-huila-sidra,12/6/23,4,9,350,,F
colombia-huila-sidra,12/6/23,4.5,9,360,,F
colombia-huila-sidra,12/6/23,5,8,370,,F
colombia-huila-sidra,12/6/23,5.5,8,375,,F
colombia-huila-sidra,12/6/23,6,7,390,brown,F
colombia-huila-sidra,12/6/23,6.5,6,395,,F
colombia-huila-sidra,12/6/23,7,6,400,FC,F
colombia-huila-sidra,12/6/23,7.5,5,410,,F
,,,,,,
