name,date,time,heat,temp,notes,unit
rwanda-karongi-gitesi,4/1/22,0,10,200,,C
rwanda-karongi-gitesi,4/1/22,0.5,10,170,,C
rwanda-karongi-gitesi,4/1/22,1,10,160,,C
rwanda-karongi-gitesi,4/1/22,1.5,10,155,,C
rwanda-karongi-gitesi,4/1/22,2,9,160,,C
rwanda-karongi-gitesi,4/1/22,2.5,9,165,,C
rwanda-karongi-gitesi,4/1/22,3,9,170,steam,C
rwanda-karongi-gitesi,4/1/22,3.5,8,175,yellow,C
rwanda-karongi-gitesi,4/1/22,4,8,180,,C
rwanda-karongi-gitesi,4/1/22,4.5,7,190,,C
rwanda-karongi-gitesi,4/1/22,5,7,192.5,,C
rwanda-karongi-gitesi,4/1/22,5.5,7,200,brown,C
rwanda-karongi-gitesi,4/1/22,6,7,202.5,,C
rwanda-karongi-gitesi,4/1/22,6.5,6,210,first crack,C
rwanda-karongi-gitesi,4/1/22,7,6,210,,C
rwanda-karongi-gitesi,4/1/22,7.5,6,215,,C
rwanda-karongi-gitesi,4/1/22,8,6,215,,C
rwanda-karongi-gitesi,4/1/22,8.5,6,220,,C
,,,,,,
,,,,,,
,,,,,,
,,,,,,
