name,date,time,heat,temp,notes,unit
ethiopia-korate,2/15/24,0,11,400,,F
ethiopia-korate,2/15/24,0.5,11,310,,F
ethiopia-korate,2/15/24,1,11,275,,F
ethiopia-korate,2/15/24,1.5,11,270,,F
ethiopia-korate,2/15/24,2,10,275,steam,F
ethiopia-korate,2/15/24,2.5,10,285,yellow,F
ethiopia-korate,2/15/24,3,9,290,,F
ethiopia-korate,2/15/24,3.5,8,300,,F
ethiopia-korate,2/15/24,4,8,315,brown,F
ethiopia-korate,2/15/24,4.5,7,325,,F
ethiopia-korate,2/15/24,5,7,330,,F
ethiopia-korate,2/15/24,5.5,7,340,,F
ethiopia-korate,2/15/24,6,6,350,FC,F
ethiopia-korate,2/15/24,6.5,6,360,,F
,,,,,,
,,,,,,
,,,,,,
