name,date,time,heat,temp,notes,unit
yuni-xam-tai-natural,9/25/21,0,10,200,,C
yuni-xam-tai-natural,9/25/21,0.5,10,170,,C
yuni-xam-tai-natural,9/25/21,1,10,160,,C
yuni-xam-tai-natural,9/25/21,1.5,9,160,,C
yuni-xam-tai-natural,9/25/21,2,9,160,,C
yuni-xam-tai-natural,9/25/21,2.5,9,165,steam,C
yuni-xam-tai-natural,9/25/21,3,9,170,pale,C
yuni-xam-tai-natural,9/25/21,3.5,8,175,,C
yuni-xam-tai-natural,9/25/21,4,8,180,,C
yuni-xam-tai-natural,9/25/21,4.5,8,182,,C
yuni-xam-tai-natural,9/25/21,5,8,190,,C
yuni-xam-tai-natural,9/25/21,5.5,7,195,bread,C
yuni-xam-tai-natural,9/25/21,6,7,200,brown,C
yuni-xam-tai-natural,9/25/21,6.5,7,205,,C
yuni-xam-tai-natural,9/25/21,7,7,210,,C
yuni-xam-tai-natural,9/25/21,7.5,5,215,FC,C
yuni-xam-tai-natural,9/25/21,8,5,218,,C
yuni-xam-tai-natural,9/25/21,8.5,5,220,,C
yuni-xam-tai-natural,9/25/21,9,5,220,,C
