name,date,time,heat,temp,notes,unit
ethiopia-dari-kidame,12/10/21,0,10,180,,C
ethiopia-dari-kidame,12/10/21,0.5,10,155,,C
ethiopia-dari-kidame,12/10/21,1,10,150,,C
ethiopia-dari-kidame,12/10/21,1.5,9,155,,C
ethiopia-dari-kidame,12/10/21,2,9,160,,C
ethiopia-dari-kidame,12/10/21,2.5,8,167.5,,C
ethiopia-dari-kidame,12/10/21,3,8,172.5,steam,C
ethiopia-dari-kidame,12/10/21,3.5,7,180,yellow,C
ethiopia-dari-kidame,12/10/21,4,7,185,,C
ethiopia-dari-kidame,12/10/21,4.5,7,187.5,,C
ethiopia-dari-kidame,12/10/21,5,7,190,,C
ethiopia-dari-kidame,12/10/21,5.5,5,195,,C
ethiopia-dari-kidame,12/10/21,6,5,200,,C
ethiopia-dari-kidame,12/10/21,6.5,5,200,brown,C
ethiopia-dari-kidame,12/10/21,7,5,202.5,FC,C
ethiopia-dari-kidame,12/10/21,7.5,5,202.5,,C
ethiopia-dari-kidame,12/10/21,8,5,205,,C
ethiopia-dari-kidame,12/10/21,8.5,5,207.5,,C
