name,date,time,heat,temp,notes,unit
yuni-na-aw,7/30/21,0,10,210,,C
yuni-na-aw,7/30/21,0.5,10,170,,C
yuni-na-aw,7/30/21,1,10,150,,C
yuni-na-aw,7/30/21,1.5,10,150,,C
yuni-na-aw,7/30/21,2,10,150,,C
yuni-na-aw,7/30/21,2.5,10,160,,C
yuni-na-aw,7/30/21,3,10,162,steam,C
yuni-na-aw,7/30/21,3.5,9,170,yellowing,C
yuni-na-aw,7/30/21,4,9,175,,C
yuni-na-aw,7/30/21,4.5,9,180,,C
yuni-na-aw,7/30/21,5,9,190,,C
yuni-na-aw,7/30/21,5.5,8,195,,C
yuni-na-aw,7/30/21,6,8,200,brown,C
yuni-na-aw,7/30/21,6.5,8,210,,C
yuni-na-aw,7/30/21,7,8,215,FC,C
yuni-na-aw,7/30/21,7.5,7,220,,C
,,,,,,
