name,date,time,heat,temp,notes,unit
ethiopia-dogo-sodu,6/17/24,0,11,400,,F
ethiopia-dogo-sodu,6/17/24,0.5,11,300,,F
ethiopia-dogo-sodu,6/17/24,1,11,255,,F
ethiopia-dogo-sodu,6/17/24,1.5,11,255,,F
ethiopia-dogo-sodu,6/17/24,2,11,255,,F
ethiopia-dogo-sodu,6/17/24,2.5,11,260,steam,F
ethiopia-dogo-sodu,6/17/24,3,10,265,yellow,F
ethiopia-dogo-sodu,6/17/24,3.5,9,275,,F
ethiopia-dogo-sodu,6/17/24,4,8,295,,F
ethiopia-dogo-sodu,6/17/24,4.5,8,300,,F
ethiopia-dogo-sodu,6/17/24,5,8,315,,F
ethiopia-dogo-sodu,6/17/24,5.5,8,320,brown,F
ethiopia-dogo-sodu,6/17/24,6,8,325,,F
ethiopia-dogo-sodu,6/17/24,6.5,8,335,,F
ethiopia-dogo-sodu,6/17/24,7,8,350,,F
ethiopia-dogo-sodu,6/17/24,7.5,8,350,,F
ethiopia-dogo-sodu,6/17/24,8,8,355,,F
ethiopia-dogo-sodu,6/17/24,8.5,7,370,FC,F
ethiopia-dogo-sodu,6/17/24,9,7,375,,F
ethiopia-dogo-sodu,6/17/24,9.5,7,380,,F
