name,date,time,heat,temp,notes,unit
ethiopia-gedeb-banko-gotiti,8/21/23,0,11,450,,F
ethiopia-gedeb-banko-gotiti,8/21/23,0.5,11,360,,F
ethiopia-gedeb-banko-gotiti,8/21/23,1,11,330,,F
ethiopia-gedeb-banko-gotiti,8/21/23,1.5,10,335,,F
ethiopia-gedeb-banko-gotiti,8/21/23,2,10,340,steam,F
ethiopia-gedeb-banko-gotiti,8/21/23,2.5,9,350,yellow,F
ethiopia-gedeb-banko-gotiti,8/21/23,3,9,360,,F
ethiopia-gedeb-banko-gotiti,8/21/23,3.5,8,370,,F
ethiopia-gedeb-banko-gotiti,8/21/23,4,8,375,,F
ethiopia-gedeb-banko-gotiti,8/21/23,4.5,8,385,,F
ethiopia-gedeb-banko-gotiti,8/21/23,5,7,390,brown,F
ethiopia-gedeb-banko-gotiti,8/21/23,5.5,7,400,,F
ethiopia-gedeb-banko-gotiti,8/21/23,6,7,405,,F
ethiopia-gedeb-banko-gotiti,8/21/23,6.5,6,415,FC,F
ethiopia-gedeb-banko-gotiti,8/21/23,7,6,420,,F
ethiopia-gedeb-banko-gotiti,8/21/23,7.5,6,425,,F
ethiopia-gedeb-banko-gotiti,8/21/23,8,6,435,,F
