name,date,time,heat,temp,notes,unit
colombia-huila-sidra,2/23/24,0,11,475,,F
colombia-huila-sidra,2/23/24,0.5,11,375,,F
colombia-huila-sidra,2/23/24,1,11,330,,F
colombia-huila-sidra,2/23/24,1.5,11,325,,F
colombia-huila-sidra,2/23/24,2,10,325,steam,F
colombia-huila-sidra,2/23/24,2.5,10,330,yellow,F
colombia-huila-sidra,2/23/24,3,9,335,,F
colombia-huila-sidra,2/23/24,3.5,9,345,,F
colombia-huila-sidra,2/23/24,4,8,350,,F
colombia-huila-sidra,2/23/24,4.5,8,350,brown,F
colombia-huila-sidra,2/23/24,5,7,370,,F
colombia-huila-sidra,2/23/24,5.5,7,375,FC,F
colombia-huila-sidra,2/23/24,6,6,380,,F
colombia-huila-sidra,2/23/24,6.5,6,385,,F
,,,,,,
,,,,,,
,,,,,,
