name,date,time,heat,temp,notes,unit
yemen-mokha-peaberry,3/16/24,0,11,500,,F
yemen-mokha-peaberry,3/16/24,0.5,11,400,,F
yemen-mokha-peaberry,3/16/24,1,11,375,,F
yemen-mokha-peaberry,3/16/24,1.5,11,360,steam,F
yemen-mokha-peaberry,3/16/24,2,11,350,,F
yemen-mokha-peaberry,3/16/24,2.5,10,360,yellow,F
yemen-mokha-peaberry,3/16/24,3,9,370,,F
yemen-mokha-peaberry,3/16/24,3.5,9,375,,F
yemen-mokha-peaberry,3/16/24,4,8,385,brown,F
yemen-mokha-peaberry,3/16/24,4.5,8,400,,F
yemen-mokha-peaberry,3/16/24,5,7,402.5,FC,F
yemen-mokha-peaberry,3/16/24,5.5,6,415,,F
yemen-mokha-peaberry,3/16/24,6,6,420,,F
yemen-mokha-peaberry,3/16/24,6.5,6,425,,F
,,,,,,
,,,,,,
,,,,,,
