name,date,time,heat,temp,notes,unit
ethiopia-guji-hambela-dabaye,10/15/22,0,10,240,,C
ethiopia-guji-hambela-dabaye,10/15/22,0.5,10,200,,C
ethiopia-guji-hambela-dabaye,10/15/22,1,10,195,,C
ethiopia-guji-hambela-dabaye,10/15/22,1.5,10,195,,C
ethiopia-guji-hambela-dabaye,10/15/22,2,10,195,,C
ethiopia-guji-hambela-dabaye,10/15/22,2.5,8,200,yellow,C
ethiopia-guji-hambela-dabaye,10/15/22,3,8,200,,C
ethiopia-guji-hambela-dabaye,10/15/22,3.5,7,207.5,,C
ethiopia-guji-hambela-dabaye,10/15/22,4,6,210,,C
ethiopia-guji-hambela-dabaye,10/15/22,4.5,6,212.5,,C
ethiopia-guji-hambela-dabaye,10/15/22,5,5,215,,C
ethiopia-guji-hambela-dabaye,10/15/22,5.5,5,217.5,brown,C
ethiopia-guji-hambela-dabaye,10/15/22,6,4,220,,C
ethiopia-guji-hambela-dabaye,10/15/22,6.5,4,220,,C
ethiopia-guji-hambela-dabaye,10/15/22,7,5,221,,C
ethiopia-guji-hambela-dabaye,10/15/22,7.5,5,221,,C
ethiopia-guji-hambela-dabaye,10/15/22,8,5,225,FC,C
ethiopia-guji-hambela-dabaye,10/15/22,8.5,5,225,,C
ethiopia-guji-hambela-dabaye,10/15/22,9,4,227.5,,C
ethiopia-guji-hambela-dabaye,10/15/22,9.5,4,227.5,,C
,,,,,,
,,,,,,
