name,date,time,heat,temp,notes
sumatra-ribang-gayo,5/11/22,0,10,210,
sumatra-ribang-gayo,5/11/22,0.5,10,175,
sumatra-ribang-gayo,5/11/22,1,10,165,
sumatra-ribang-gayo,5/11/22,1.5,10,162.5,
sumatra-ribang-gayo,5/11/22,2,9,167.5,
sumatra-ribang-gayo,5/11/22,2.5,9,175,
sumatra-ribang-gayo,5/11/22,3,9,180,yellow
sumatra-ribang-gayo,5/11/22,3.5,8,187.5,
sumatra-ribang-gayo,5/11/22,4,8,190,
sumatra-ribang-gayo,5/11/22,4.5,7,197.5,
sumatra-ribang-gayo,5/11/22,5,7,200,
sumatra-ribang-gayo,5/11/22,5.5,7,205,brown
sumatra-ribang-gayo,5/11/22,6,6,210,
sumatra-ribang-gayo,5/11/22,6.5,5,215,
sumatra-ribang-gayo,5/11/22,7,5,217.5,first crack
sumatra-ribang-gayo,5/11/22,7.5,5,220,
