name,date,time,heat,temp,notes,unit
ethiopia-hambela-dabaye,11/28/21,0,10,210,,C
ethiopia-hambela-dabaye,11/28/21,0.5,10,170,,C
ethiopia-hambela-dabaye,11/28/21,1,10,155,,C
ethiopia-hambela-dabaye,11/28/21,1.5,9,160,,C
ethiopia-hambela-dabaye,11/28/21,2,9,162.5,,C
ethiopia-hambela-dabaye,11/28/21,2.5,9,165,,C
ethiopia-hambela-dabaye,11/28/21,3,9,170,steam,C
ethiopia-hambela-dabaye,11/28/21,3.5,8,180,yellow,C
ethiopia-hambela-dabaye,11/28/21,4,8,185,,C
ethiopia-hambela-dabaye,11/28/21,4.5,7,190,,C
ethiopia-hambela-dabaye,11/28/21,5,7,195,,C
ethiopia-hambela-dabaye,11/28/21,5.5,6,197.5,,C
ethiopia-hambela-dabaye,11/28/21,6,6,200,,C
ethiopia-hambela-dabaye,11/28/21,6.5,6,202.5,,C
ethiopia-hambela-dabaye,11/28/21,7,6,205,FC,C
ethiopia-hambela-dabaye,11/28/21,7.5,5,210,,C
ethiopia-hambela-dabaye,11/28/21,8,5,212.5,,C
