name,date,time,heat,temp,notes
ethiopia-bombe-basha,10/25/22,0,10,240,
ethiopia-bombe-basha,10/25/22,0.5,10,210,
ethiopia-bombe-basha,10/25/22,1,10,197.5,
ethiopia-bombe-basha,10/25/22,1.5,10,195,
ethiopia-bombe-basha,10/25/22,2,8,200,
ethiopia-bombe-basha,10/25/22,2.5,8,202.5,steam
ethiopia-bombe-basha,10/25/22,3,8,205,yellow
ethiopia-bombe-basha,10/25/22,3.5,7,210,
ethiopia-bombe-basha,10/25/22,4,6,215,
ethiopia-bombe-basha,10/25/22,4.5,6,220,brown
ethiopia-bombe-basha,10/25/22,5,6,221,
ethiopia-bombe-basha,10/25/22,5.5,5,225,
ethiopia-bombe-basha,10/25/22,6,4,227.5,FC
ethiopia-bombe-basha,10/25/22,6.5,4,228,
ethiopia-bombe-basha,10/25/22,7,4,229,
ethiopia-bombe-basha,10/25/22,7.5,4,230,
ethiopia-bombe-basha,10/25/22,8,4,230,
ethiopia-bombe-basha,10/25/22,8.5,4,230,
,,,,,
,,,,,
,,,,,
,,,,,
