name,date,time,heat,temp,notes,unit
ethiopia-dogo-sodu,1/20/24,0,11,475,,F
ethiopia-dogo-sodu,1/20/24,0.5,11,375,,F
ethiopia-dogo-sodu,1/20/24,1,11,325,,F
ethiopia-dogo-sodu,1/20/24,1.5,10,325,,F
ethiopia-dogo-sodu,1/20/24,2,10,330,steam,F
ethiopia-dogo-sodu,1/20/24,2.5,9,340,yellow,F
ethiopia-dogo-sodu,1/20/24,3,9,350,,F
ethiopia-dogo-sodu,1/20/24,3.5,9,360,,F
ethiopia-dogo-sodu,1/20/24,4,8,370,brown,F
ethiopia-dogo-sodu,1/20/24,4.5,8,377.5,,F
ethiopia-dogo-sodu,1/20/24,5,7,390,,F
ethiopia-dogo-sodu,1/20/24,5.5,7,397.5,,F
ethiopia-dogo-sodu,1/20/24,6,7,400,FC,F
ethiopia-dogo-sodu,1/20/24,6.5,6,407.5,,F
ethiopia-dogo-sodu,1/20/24,7,6,420,,F
,,,,,,
,,,,,,
