name,date,time,heat,temp,notes,unit
kenya-nyeri-gachatha-ab,2/9/20,0,8,175,,C
kenya-nyeri-gachatha-ab,2/9/20,0.5,8,150,,C
kenya-nyeri-gachatha-ab,2/9/20,1,8,130,,C
kenya-nyeri-gachatha-ab,2/9/20,1.5,8,130,,C
kenya-nyeri-gachatha-ab,2/9/20,2,8,130,,C
kenya-nyeri-gachatha-ab,2/9/20,2.5,8,135,,C
kenya-nyeri-gachatha-ab,2/9/20,3,8,140,,C
kenya-nyeri-gachatha-ab,2/9/20,3.5,8,150,,C
kenya-nyeri-gachatha-ab,2/9/20,4,8,155,,C
kenya-nyeri-gachatha-ab,2/9/20,4.5,8,160,,C
kenya-nyeri-gachatha-ab,2/9/20,5,8,165,steam,C
kenya-nyeri-gachatha-ab,2/9/20,5.5,8,170,,C
kenya-nyeri-gachatha-ab,2/9/20,6,6,180,,C
kenya-nyeri-gachatha-ab,2/9/20,6.5,5,185,,C
kenya-nyeri-gachatha-ab,2/9/20,7,5,185,,C
kenya-nyeri-gachatha-ab,2/9/20,7.5,5,185,,C
kenya-nyeri-gachatha-ab,2/9/20,8,3,190,brown,C
kenya-nyeri-gachatha-ab,2/9/20,8.5,3,190,,C
kenya-nyeri-gachatha-ab,2/9/20,9,3,190,,C
kenya-nyeri-gachatha-ab,2/9/20,10,3,190,,C
kenya-nyeri-gachatha-ab,2/9/20,11,3,190,,C
kenya-nyeri-gachatha-ab,2/9/20,12,3,190,"speckled, underdeveloped",C
