name,date,time,heat,temp,notes,unit
kenya-nyeri-gachatha-ab,2/10/21,0,10,220,,C
kenya-nyeri-gachatha-ab,2/10/21,0.5,10,180,,C
kenya-nyeri-gachatha-ab,2/10/21,1,10,160,,C
kenya-nyeri-gachatha-ab,2/10/21,1.5,10,160,,C
kenya-nyeri-gachatha-ab,2/10/21,2,10,160,,C
kenya-nyeri-gachatha-ab,2/10/21,2.5,10,165,steam,C
kenya-nyeri-gachatha-ab,2/10/21,3,10,170,,C
kenya-nyeri-gachatha-ab,2/10/21,3.5,10,180,yellowing,C
kenya-nyeri-gachatha-ab,2/10/21,4,10,185,,C
kenya-nyeri-gachatha-ab,2/10/21,4.5,10,195,,C
kenya-nyeri-gachatha-ab,2/10/21,5,8,200,brown,C
kenya-nyeri-gachatha-ab,2/10/21,5.5,8,205,,C
kenya-nyeri-gachatha-ab,2/10/21,6,8,205,,C
kenya-nyeri-gachatha-ab,2/10/21,6.5,5,210,FC,C
kenya-nyeri-gachatha-ab,2/10/21,7,5,205,,C
kenya-nyeri-gachatha-ab,2/10/21,7.5,5,200,,C
,,,,,,
