name,date,time,heat,temp,notes,unit
kenya-nyeri-gichathaini-ab,1/15/24,0,11,475,,F
kenya-nyeri-gichathaini-ab,1/15/24,0.5,11,375,,F
kenya-nyeri-gichathaini-ab,1/15/24,1,11,360,,F
kenya-nyeri-gichathaini-ab,1/15/24,1.5,11,355,steam,F
kenya-nyeri-gichathaini-ab,1/15/24,2,10,360,,F
kenya-nyeri-gichathaini-ab,1/15/24,2.5,10,370,yellow,F
kenya-nyeri-gichathaini-ab,1/15/24,3,9,385,,F
kenya-nyeri-gichathaini-ab,1/15/24,3.5,9,397.5,,F
kenya-nyeri-gichathaini-ab,1/15/24,4,8,400,,F
kenya-nyeri-gichathaini-ab,1/15/24,4.5,7,407.5,brown,F
kenya-nyeri-gichathaini-ab,1/15/24,5,6,415,FC,F
kenya-nyeri-gichathaini-ab,1/15/24,5.5,6,415,,F
kenya-nyeri-gichathaini-ab,1/15/24,6,6,420,,F
kenya-nyeri-gichathaini-ab,1/15/24,6.5,6,425,,F
,,,,,,
,,,,,,
,,,,,,
