name,date,time,heat,temp,notes,unit
yemen-mokha-peaberry,1/1/24,0,11,400,,F
yemen-mokha-peaberry,1/1/24,0.5,11,300,,F
yemen-mokha-peaberry,1/1/24,1,11,275,,F
yemen-mokha-peaberry,1/1/24,1.5,11,255,,F
yemen-mokha-peaberry,1/1/24,2,11,265,,F
yemen-mokha-peaberry,1/1/24,2.5,10,270,steam,F
yemen-mokha-peaberry,1/1/24,3,10,275,yellow,F
yemen-mokha-peaberry,1/1/24,3.5,9,285,,F
yemen-mokha-peaberry,1/1/24,4,9,295,,F
yemen-mokha-peaberry,1/1/24,4.5,8,305,,F
yemen-mokha-peaberry,1/1/24,5,8,320,brown,F
yemen-mokha-peaberry,1/1/24,5.5,8,325,,F
yemen-mokha-peaberry,1/1/24,6,7,335,FC,F
yemen-mokha-peaberry,1/1/24,6.5,7,345,,F
yemen-mokha-peaberry,1/1/24,7,6,350,,F
yemen-mokha-peaberry,1/1/24,7.5,6,355,,F
,,,,,,
