name,date,time,heat,temp,notes,unit
yuni-xam-tai-natural,10/20/21,0,10,170,,C
yuni-xam-tai-natural,10/20/21,0.5,10,140,,C
yuni-xam-tai-natural,10/20/21,1,10,140,,C
yuni-xam-tai-natural,10/20/21,1.5,10,140,,C
yuni-xam-tai-natural,10/20/21,2,9,150,,C
yuni-xam-tai-natural,10/20/21,2.5,9,155,,C
yuni-xam-tai-natural,10/20/21,3,9,160,steam,C
yuni-xam-tai-natural,10/20/21,3.5,9,165,,C
yuni-xam-tai-natural,10/20/21,4,9,170,pale,C
yuni-xam-tai-natural,10/20/21,4.5,8,180,,C
yuni-xam-tai-natural,10/20/21,5,8,182.5,,C
yuni-xam-tai-natural,10/20/21,5.5,8,187.5,,C
yuni-xam-tai-natural,10/20/21,6,8,190,brown,C
yuni-xam-tai-natural,10/20/21,6.5,7,200,,C
yuni-xam-tai-natural,10/20/21,7,7,202.5,smoke,C
yuni-xam-tai-natural,10/20/21,7.5,7,207.5,,C
yuni-xam-tai-natural,10/20/21,8,5,210,FC,C
