name,date,time,heat,temp,notes,unit
ethiopia-dogo-sodu,12/12/23,0,11,450,,F
ethiopia-dogo-sodu,12/12/23,0.5,11,350,,F
ethiopia-dogo-sodu,12/12/23,1,11,320,,F
ethiopia-dogo-sodu,12/12/23,1.5,11,310,,F
ethiopia-dogo-sodu,12/12/23,2,10,310,,F
ethiopia-dogo-sodu,12/12/23,2.5,10,325,steam,F
ethiopia-dogo-sodu,12/12/23,3,9,335,yellow,F
ethiopia-dogo-sodu,12/12/23,3.5,9,350,,F
ethiopia-dogo-sodu,12/12/23,4,8,360,,F
ethiopia-dogo-sodu,12/12/23,4.5,8,375,brown,F
ethiopia-dogo-sodu,12/12/23,5,8,380,,F
ethiopia-dogo-sodu,12/12/23,5.5,8,385,,F
ethiopia-dogo-sodu,12/12/23,6,8,390,,F
ethiopia-dogo-sodu,12/12/23,6.5,7,400,FC,F
ethiopia-dogo-sodu,12/12/23,7,6,405,,F
ethiopia-dogo-sodu,12/12/23,7.5,6,405,,F
ethiopia-dogo-sodu,12/12/23,8,6,410,,F
