name,date,time,heat,temp,notes,unit
ethiopia-dari-kidame,1/7/22,0,10,215,,C
ethiopia-dari-kidame,1/7/22,0.5,10,180,,C
ethiopia-dari-kidame,1/7/22,1,10,165,,C
ethiopia-dari-kidame,1/7/22,1.5,10,160,,C
ethiopia-dari-kidame,1/7/22,2,9,165,,C
ethiopia-dari-kidame,1/7/22,2.5,8,170,,C
ethiopia-dari-kidame,1/7/22,3,8,175,yellow,C
ethiopia-dari-kidame,1/7/22,3.5,7,180,,C
ethiopia-dari-kidame,1/7/22,4,7,182.5,,C
ethiopia-dari-kidame,1/7/22,4.5,7,190,,C
ethiopia-dari-kidame,1/7/22,5,7,195,,C
ethiopia-dari-kidame,1/7/22,5.5,6,200,brown,C
ethiopia-dari-kidame,1/7/22,6,6,200,,C
ethiopia-dari-kidame,1/7/22,6.5,6,205,,C
ethiopia-dari-kidame,1/7/22,7,5,210,FC,C
ethiopia-dari-kidame,1/7/22,7.5,5,210,,C
ethiopia-dari-kidame,1/7/22,8,5,212.5,,C
ethiopia-dari-kidame,1/7/22,8.5,5,215,,C
ethiopia-dari-kidame,1/7/22,9,5,215,,C
,,,,,,
,,,,,,
,,,,,,
