name,date,time,heat,temp,notes,unit
yuni-xam-tai-washed,7/18/21,0,10,230,,C
yuni-xam-tai-washed,7/18/21,0.5,11,170,,C
yuni-xam-tai-washed,7/18/21,1,11,160,,C
yuni-xam-tai-washed,7/18/21,1.5,10,160,,C
yuni-xam-tai-washed,7/18/21,2,10,165,steam,C
yuni-xam-tai-washed,7/18/21,2.5,9,170,,C
yuni-xam-tai-washed,7/18/21,3,9,175,pale/yellowing,C
yuni-xam-tai-washed,7/18/21,3.5,8,180,,C
yuni-xam-tai-washed,7/18/21,4,8,185,,C
yuni-xam-tai-washed,7/18/21,4.5,8,190,bread,C
yuni-xam-tai-washed,7/18/21,5,7,200,,C
yuni-xam-tai-washed,7/18/21,5.5,7,205,smoke,C
yuni-xam-tai-washed,7/18/21,6,6,210,FC,C
yuni-xam-tai-washed,7/18/21,6.5,6,210,,C
yuni-xam-tai-washed,7/18/21,7,6,215,,C
,,,,,,
,,,,,,
