name,date,time,heat,temp,notes,unit
yuni-xam-tai-natural,10/8/21,0,10,160,,C
yuni-xam-tai-natural,10/8/21,0.5,10,135,,C
yuni-xam-tai-natural,10/8/21,1,10,130,,C
yuni-xam-tai-natural,10/8/21,1.5,10,135,,C
yuni-xam-tai-natural,10/8/21,2,10,140,,C
yuni-xam-tai-natural,10/8/21,2.5,10,150,,C
yuni-xam-tai-natural,10/8/21,3,10,160,steam,C
yuni-xam-tai-natural,10/8/21,3.5,10,165,pale,C
yuni-xam-tai-natural,10/8/21,4,9,170,,C
yuni-xam-tai-natural,10/8/21,4.5,9,175,,C
yuni-xam-tai-natural,10/8/21,5,8,180,,C
yuni-xam-tai-natural,10/8/21,5.5,8,185,,C
yuni-xam-tai-natural,10/8/21,6,8,190,bread,C
yuni-xam-tai-natural,10/8/21,6.5,7,200,brown,C
yuni-xam-tai-natural,10/8/21,7,7,202.5,,C
yuni-xam-tai-natural,10/8/21,7.5,7,205,FC,C
yuni-xam-tai-natural,10/8/21,8,1,210,,C
yuni-xam-tai-natural,10/8/21,9,1,220,,C
