name,date,time,heat,temp,notes,unit
kenya-nyeri-gachatha-ab,7/11/21,0,10,200,,C
kenya-nyeri-gachatha-ab,7/11/21,0.5,10,140,,C
kenya-nyeri-gachatha-ab,7/11/21,1,10,120,,C
kenya-nyeri-gachatha-ab,7/11/21,1.5,10,125,,C
kenya-nyeri-gachatha-ab,7/11/21,2,10,127,,C
kenya-nyeri-gachatha-ab,7/11/21,2.5,10,130,,C
kenya-nyeri-gachatha-ab,7/11/21,3,10,140,,C
kenya-nyeri-gachatha-ab,7/11/21,3.5,10,150,steam,C
kenya-nyeri-gachatha-ab,7/11/21,4,10,155,,C
kenya-nyeri-gachatha-ab,7/11/21,4.5,9,165,,C
kenya-nyeri-gachatha-ab,7/11/21,5,9,170,yellowing,C
kenya-nyeri-gachatha-ab,7/11/21,5.5,9,180,,C
kenya-nyeri-gachatha-ab,7/11/21,6,9,185,,C
kenya-nyeri-gachatha-ab,7/11/21,6.5,9,190,browning,C
kenya-nyeri-gachatha-ab,7/11/21,7,6,195,FC,C
kenya-nyeri-gachatha-ab,7/11/21,7.5,6,200,,C
kenya-nyeri-gachatha-ab,7/11/21,8,7,200,,C
kenya-nyeri-gachatha-ab,7/11/21,8.5,7,205,,C
kenya-nyeri-gachatha-ab,7/11/21,9,6,210,,C
