name,date,time,heat,temp,notes,unit
ethiopia-dari-kidame,3/22/22,0,10,210,,C
ethiopia-dari-kidame,3/22/22,0.5,10,165,,C
ethiopia-dari-kidame,3/22/22,1,10,157.5,,C
ethiopia-dari-kidame,3/22/22,1.5,10,157.5,,C
ethiopia-dari-kidame,3/22/22,2,9,162.5,,C
ethiopia-dari-kidame,3/22/22,2.5,8,170,steam,C
ethiopia-dari-kidame,3/22/22,3,8,172.5,yellow,C
ethiopia-dari-kidame,3/22/22,3.5,8,180,,C
ethiopia-dari-kidame,3/22/22,4,7,185,,C
ethiopia-dari-kidame,3/22/22,4.5,7,190,,C
ethiopia-dari-kidame,3/22/22,5,6,195,brown,C
ethiopia-dari-kidame,3/22/22,5.5,6,197.5,,C
ethiopia-dari-kidame,3/22/22,6,6,200,,C
ethiopia-dari-kidame,3/22/22,6.5,5,205,first crack,C
ethiopia-dari-kidame,3/22/22,7,5,207.5,,C
ethiopia-dari-kidame,3/22/22,7.5,5,210,,C
ethiopia-dari-kidame,3/22/22,8,5,210,,C
ethiopia-dari-kidame,3/22/22,8.5,5,215,,C
ethiopia-dari-kidame,3/22/22,9,5,215,,C
ethiopia-dari-kidame,3/22/22,9.5,5,217.5,,C
,,,,,,
,,,,,,
