name,date,time,heat,temp,notes,unit
yuni-xam-tai-washed,3/6/21,0,10,210,,C
yuni-xam-tai-washed,3/6/21,0.5,10,150,,C
yuni-xam-tai-washed,3/6/21,1,10,140,,C
yuni-xam-tai-washed,3/6/21,1.5,10,140,,C
yuni-xam-tai-washed,3/6/21,2,10,145,,C
yuni-xam-tai-washed,3/6/21,2.5,10,155,,C
yuni-xam-tai-washed,3/6/21,3,9,160,steam,C
yuni-xam-tai-washed,3/6/21,3.5,9,170,,C
yuni-xam-tai-washed,3/6/21,4,9,175,,C
yuni-xam-tai-washed,3/6/21,4.5,9,180,,C
yuni-xam-tai-washed,3/6/21,5,7,190,,C
yuni-xam-tai-washed,3/6/21,5.5,7,190,,C
yuni-xam-tai-washed,3/6/21,6,7,195,,C
yuni-xam-tai-washed,3/6/21,6.5,7,200,,C
yuni-xam-tai-washed,3/6/21,7,5,205,brown,C
yuni-xam-tai-washed,3/6/21,7.5,5,210,FC,C
yuni-xam-tai-washed,3/6/21,8,5,215,,C
yuni-xam-tai-washed,3/6/21,9,5,212,,C
