name,date,time,heat,temp,notes,unit
ethiopia-kayon-mountain-taroo,8/17/23,0,11,450,,F
ethiopia-kayon-mountain-taroo,8/17/23,0.5,11,335,,F
ethiopia-kayon-mountain-taroo,8/17/23,1,11,300,,F
ethiopia-kayon-mountain-taroo,8/17/23,1.5,11,300,,F
ethiopia-kayon-mountain-taroo,8/17/23,2,11,300,steam,F
ethiopia-kayon-mountain-taroo,8/17/23,2.5,10,310,yellow,F
ethiopia-kayon-mountain-taroo,8/17/23,3,10,315,,F
ethiopia-kayon-mountain-taroo,8/17/23,3.5,9,330,,F
ethiopia-kayon-mountain-taroo,8/17/23,4,9,340,,F
ethiopia-kayon-mountain-taroo,8/17/23,4.5,8,350,brown,F
ethiopia-kayon-mountain-taroo,8/17/23,5,8,355,FC,F
ethiopia-kayon-mountain-taroo,8/17/23,5.5,7,365,,F
ethiopia-kayon-mountain-taroo,8/17/23,6,6,375,,F
ethiopia-kayon-mountain-taroo,8/17/23,6.5,6,375,,F
,,,,,,
,,,,,,
,,,,,,
