name,origin,process,notes,url
Guatemala Acatenango Gesha Lot 2,Guatemala,Washed,"A competition-level and incredibly floral Gesha coffee, notes of star jasmine, lilac, bergamot citrus, orange blossom, Earl Grey and corn silk teas, spiced cider and a candied sweetness underneath it all. City to City+",https://www.sweetmarias.com/guatemala-acatenango-gesha-lot-2-6493.html
