name,origin,process,notes,url
Yuni Na Aw Anaerobic Washed,Laos,Anaerobic Washed,"Our washed coffee from Na Aw is a clean, consistent, balanced, and mild coffee with a tea-like character that expresses itself with hints of citrus, vanilla, and herbal undertones.",https://www.yunicoffeeco.com/shop/na-aw-anaerobic-washed-green-coffee
