name,origin,process,notes,url
Papua New Guinea Baroida Estate,Papua New Guinea,Washed,"A sweet, earth-toned coffee with herbal honey sweetness, accents of basil and fresh tarragon, a saturated green tea flavor, rustic palm and date sugars, tart citrus, and sandalwood aroma. City+.",https://www.sweetmarias.com/papua-new-guinea-baroida-estate-6072.html
