name,origin,process,notes,url
Kenya Nyeri Gachatha AB,Kenya,Washed,"Light roasts have flavors of pulpy orange, dried currant, piquant black tea and lemon rind while Full City produces more of a berry-toned, chocolatey cup profile with accents of grape jelly. City to Full City.",https://www.sweetmarias.com/kenya-nyeri-gachatha-ab-6508.html
