name,origin,process,notes,url
Sulawesi Organic Gunung Karua Farm,Indonesia,Washed,"Earth-toned sweetness and woodsy character like fresh forest greenery, rice syrup, dried apple, woody spice, tobacco and a peat note that hints at aged Scotch in the nose. City+ to Full City+.",https://www.sweetmarias.com/sulawesi-organic-gunung-karua-farm-6470.html
